Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20
Shaanxi,China,35.1917,108.8701,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.1179166666666664,2.6645833333333333,1.9383333333333335,1.6616666666666664,2.1300000000000003,2.0708333333333333,2.7570833333333336,1.3783333333333332,1.51625,1.9204166666666664,3.078333333333333,1.6645833333333335,2.2845833333333334,1.9858333333333331,1.9829166666666669,1.5245833333333332,3.2016666666666667,2.779166666666667,4.72625,2.6029166666666668,1.7345833333333334,2.87875,3.3783333333333334,2.717083333333333,1.78125,1.8220833333333335,2.20375,3.914166666666667,2.2045833333333333,1.8695833333333336,2.8070833333333334,2.6175,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,2.0283333333333338,3.2108333333333334,1.58,1.5325,1.7275,2.931666666666666,1.9000000000000001,1.6779166666666667,2.2591666666666668,2.08625,1.6791666666666665
Shandong,China,36.3427,118.1498,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,2.9187499999999997,2.5458333333333334,2.7249999999999996,1.8966666666666665,3.825416666666667,3.108333333333334,6.027500000000001,4.525833333333334,4.20625,2.9341666666666666,2.3420833333333335,2.0004166666666667,3.060833333333333,2.6987500000000004,4.382916666666667,1.9220833333333334,2.592083333333333,3.0137500000000004,1.8549999999999998,1.2474999999999998,1.3975,2.7095833333333332,1.8129166666666665,3.7925000000000004,2.4454166666666666,2.848333333333333,3.8083333333333336,2.1333333333333333,2.4029166666666666,2.452916666666667,3.1050000000000004,3.7279166666666668,4.824583333333334,3.5104166666666665,3.90875,3.1358333333333337,4.674166666666667,2.4412499999999997,5.864583333333333,5.64875,5.614166666666667,3.8670833333333334,1.926666666666667,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,1.3062500000000001,2.2266666666666666,1.7579166666666666,1.7041666666666666,1.89125,3.422083333333333,1.7158333333333333,1.3387499999999999,4.076250000000001,1.9204166666666669,3.0075000000000003
Shanghai,China,31.201999999999998,121.4491,3.1354166666666665,3.1354166666666665,3.1354166666666665,3.1354166666666665,6.564583333333334,5.901666666666666,4.7425,4.945833333333333,5.06,3.124166666666666,1.3158333333333332,2.13125,2.956666666666667,2.534166666666667,3.64625,4.680416666666667,3.65375,2.8945833333333333,2.1904166666666667,2.9725,4.060833333333334,2.01625,3.5316666666666663,3.4920833333333334,4.5129166666666665,7.1312500000000005,6.392916666666667,2.720416666666667,3.2412499999999995,3.098333333333334,4.298333333333333,3.5383333333333336,4.120416666666666,4.815833333333333,4.485,4.3062499999999995,3.830416666666667,4.035416666666666,2.018333333333333,3.453333333333333,3.890833333333333,2.2325,3.715833333333333,3.49625,4.407916666666666,2.7570833333333327,4.784583333333334,4.626666666666667,5.072916666666666,2.2320833333333336,5.23,3.4874999999999994,3.3154166666666662,3.515,4.1925,3.1733333333333333,3.419166666666667,4.525,4.695416666666667,3.3704166666666673,3.516666666666666,3.1354166666666665,3.1354166666666665,3.1354166666666665,3.1354166666666665,3.1354166666666665,5.292916666666667,3.1991666666666667,3.9970833333333338,3.212916666666667,3.87625,3.3275,2.5208333333333335,3.0412500000000002,3.5879166666666666,2.140833333333333
Shanxi,China,37.5777,112.2922,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,1.43625,2.0404166666666668,1.8491666666666664,1.4908333333333335,2.2554166666666666,4.531666666666667,1.4666666666666666,1.3950000000000002,3.4325000000000006,2.36625,1.7554166666666664
Sichuan,China,30.6171,102.7103,1.3933333333333335,1.3933333333333335,1.3933333333333335,1.3933333333333335,1.3933333333333335,1.3933333333333335,1.3933333333333335,1.1641666666666666,0.9558333333333332,0.9670833333333334,1.0670833333333334,1.16375,0.9291666666666666,1.30125,1.0379166666666666,0.9562500000000002,1.0841666666666667,1.0754166666666667,1.0341666666666667,0.98,1.3175000000000001,1.5112499999999998,1.5970833333333332,1.3991666666666667,1.4833333333333332,1.1212499999999999,1.0820833333333335,0.9899999999999999,1.3829166666666666,1.1545833333333333,1.1970833333333333,1.1700000000000002,1.0879166666666666,1.3904166666666669,1.2091666666666665,1.1420833333333336,0.9620833333333335,1.0491666666666666,1.6175,1.0816666666666668,1.3708333333333333,1.2829166666666667,1.1125,0.9858333333333332,1.3183333333333334,1.0633333333333335,1.3070833333333334,1.3962500000000002,1.1366666666666667,1.0208333333333333,1.0845833333333335,1.1345833333333333,1.08625,1.1220833333333333,1.1345833333333333,1.1129166666666668,1.2412500000000002,1.3208333333333333,1.43625,1.366666666666667,0.9241666666666667,1.3933333333333335,1.3933333333333335,1.3933333333333335,1.3933333333333335,1.3933333333333335,1.0891666666666666,0.9695833333333335,1.1266666666666667,1.32125,1.1408333333333334,1.0595833333333333,1.2529166666666667,1.2770833333333333,1.2366666666666666,1.1133333333333333
Tianjin,China,39.3054,117.323,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.012083333333333,1.9479166666666667,2.065,2.5208333333333335,1.9087500000000002,1.3283333333333334,1.9087500000000002,1.9308333333333334,3.1904166666666662,7.8495833333333325,6.197500000000001,5.504583333333333,4.26875,1.3812500000000003,4.031666666666667,2.57625,3.3125,4.68375,3.2125,4.9991666666666665,3.3433333333333333,2.3266666666666667,2.5475,2.800416666666667,2.55,4.108333333333333,4.02875,5.8500000000000005,3.983333333333334,4.0183333333333335,3.827083333333333,2.8404166666666666,2.764583333333333,4.189583333333333,3.7420833333333334,4.13,4.129166666666666,3.25125,5.615416666666666,4.929583333333333,3.3800000000000003,3.200833333333333,7.866666666666667,5.66375,4.1016666666666675,5.549166666666667,3.4491666666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,4.590416666666667,2.4925,3.8033333333333332,4.747083333333333,4.079166666666667,3.375833333333333,4.149166666666667,3.987083333333333,5.440833333333333,2.89625,2.891666666666667
Tibet,China,31.6927,88.0924,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,9.508333333333333,9.048333333333334,6.937916666666666,4.87,3.9887499999999996,6.066249999999999,5.552083333333333,3.4787500000000002,4.785833333333334,2.38625
Xinjiang,China,41.1129,85.2401,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,4.96875,4.919583333333333,2.247916666666667,2.454166666666666,2.63625,1.2266666666666666,1.6895833333333332,2.69125,2.71625,2.8833333333333333,2.172083333333333,2.098333333333333,1.9675,1.8870833333333337,1.7129166666666666,3.7291666666666665,1.7558333333333334,1.520416666666667,2.3579166666666667,2.9066666666666667,2.5820833333333337,1.7395833333333333,1.845416666666667,3.7125,6.215000000000001,2.23875,3.4462499999999996,2.8562499999999997,4.71,2.2445833333333334,2.5658333333333334,1.642916666666667,2.1416666666666666,3.688333333333334,2.797083333333333,2.39875,2.029166666666667,3.5345833333333325,3.3816666666666664,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.8208333333333333,2.075416666666667,3.3924999999999996,5.09125,5.2387500000000005,4.172083333333333,2.5683333333333334,1.5187499999999998,1.748333333333333,2.4766666666666666,1.6008333333333333
Yunnan,China,24.974,101.48700000000001,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.057916666666667,2.112083333333333,1.5791666666666666,2.0524999999999998,2.33625,2.526666666666667,2.2529166666666667,1.9420833333333334,2.6012500000000003,1.9841666666666669,1.9816666666666667,2.06625,2.69375,2.6933333333333334,2.2266666666666666,2.26625,3.7070833333333333,3.5716666666666668,4.260416666666667,3.133333333333333,2.22125,3.82625,3.8083333333333336,2.5083333333333333,2.11625,3.19125,3.109583333333333,2.714166666666667,3.545,2.1879166666666667,3.4125,3.567916666666667,2.466666666666667,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,2.5320833333333335,3.3095833333333338,4.41125,3.9758333333333336,3.09375,3.594583333333333,3.6625,3.4908333333333332,2.7245833333333334,3.40875,4.100416666666667
Zhejiang,China,29.1832,120.0934,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,1.3179166666666666,1.3641666666666667,1.6295833333333334,1.37625,1.7112499999999997,1.9870833333333333,2.9925,2.122916666666667,1.6020833333333335,2.0475,2.0262499999999997,2.1529166666666666,1.3875,1.7879166666666666,1.5883333333333332,1.3883333333333334,0.9658333333333333,1.9029166666666668,1.4566666666666668,2.4470833333333335,1.02125,1.3933333333333333,1.7208333333333332,1.8454166666666667,1.3620833333333333,1.3395833333333333,1.3062500000000001,1.3358333333333334,2.0004166666666667,1.92375,1.4104166666666664,1.9916666666666665,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,2.279166666666667,3.1495833333333336,1.3616666666666666,0.8533333333333334,1.2066666666666668,1.75,1.1845833333333333,0.9729166666666668,0.9574999999999999,1.6645833333333335,0.9783333333333334
,Colombia,4.5709,-74.2973,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.7791666666666668,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.5945833333333332,1.2954166666666669,2.3233333333333333,1.5337500000000002,1.2795833333333333,1.7016666666666669,1.5287499999999998,1.545,1.5362500000000001,1.795,1.4883333333333333
,Congo (Brazzaville),-4.0383,21.7587,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.7325,0.90625,1.09875,1.09875,1.09875,1.09875,1.09875,1.1995833333333332,0.8733333333333334,1.0108333333333333,1.4308333333333332,0.7787499999999999,1.1554166666666668,1.374583333333333,1.07625,1.0204166666666667,1.0008333333333332
,Congo (Kinshasa),-4.0383,21.7587,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.09875,1.7325,0.90625,1.09875,1.09875,1.09875,1.09875,1.09875,1.1995833333333332,0.8733333333333334,1.0108333333333333,1.4308333333333332,0.7787499999999999,1.1554166666666668,1.374583333333333,1.07625,1.0204166666666667,1.0008333333333332
,Costa Rica,9.7489,-83.7534,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.5520833333333335,2.1025,2.41,2.70375,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.526666666666667,2.2675,2.2887500000000003,2.2554166666666666,1.875,1.62375,1.6883333333333332,1.5445833333333334,1.8558333333333332,2.158333333333333,2.63625
,Cote d'Ivoire,7.54,-5.5471,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.18625,2.2045833333333333,1.7258333333333333,2.478333333333333,2.8487500000000003,2.1841666666666666,2.8674999999999997,3.046666666666667,2.3787499999999997,2.9775000000000005
,Croatia,45.1,15.2,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,0.9970833333333333,1.5675000000000001,2.2762499999999997,4.834166666666667,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,6.357083333333333,1.555,1.2247826086956521,3.5975,4.491666666666667,3.5679166666666666,1.3516666666666668,1.6066666666666667,3.9324999999999997,4.300416666666667,2.81125
,Diamond Princess,0.0,0.0,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,4.299166666666667,4.465,5.114583333333333,4.131666666666667,4.12375,4.0225,3.925416666666667,4.475416666666667,4.065833333333333,4.840833333333333,5.628333333333334,5.030833333333334,4.7995833333333335,5.371666666666667,4.7575,5.428750000000001,5.513333333333333,4.0129166666666665,5.640833333333333,5.1575,4.2195833333333335,4.0879166666666675,5.471666666666667,5.858333333333333,4.914166666666667,4.713333333333334,5.047083333333334,5.510416666666667,5.82125,4.408333333333334,3.904166666666667,3.5341666666666662,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.690416666666667,5.004583333333334,4.005416666666666,3.3183333333333334,2.95125,4.321666666666666,5.090416666666667,3.3508333333333336,5.0633333333333335,2.84,4.102916666666666
,Cuba,22.0,-80.0,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,4.05375,4.376666666666667,4.039166666666667,3.8404166666666666,3.2987499999999996,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.807916666666667,2.737083333333333,3.137083333333333,2.5629166666666667,2.3479166666666664,2.5362500000000003,1.4879166666666668,1.6429166666666666,1.5795833333333331,1.5316666666666665,1.3862500000000002
,Cyprus,35.1264,33.4299,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.8120833333333333,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,2.1158333333333332,4.840833333333333,6.253478260869565,3.9304166666666673,4.8533333333333335,3.980833333333333,2.160833333333333,3.9274999999999998,3.175416666666667,5.3025,2.469583333333333
