Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20
,Afghanistan,33.0,65.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.2083333333333333,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.8333333333333333,1.5,1.2916666666666667,2.1666666666666665,2.2083333333333335,2.0,1.8333333333333333,1.5,2.0416666666666665,1.625,2.0,1.7916666666666667,1.8333333333333333,1.4583333333333333,1.4166666666666667,1.4166666666666667,1.5416666666666667,1.6666666666666667,2.5833333333333335,1.5,1.625,2.2083333333333335,1.8333333333333333,2.6666666666666665,2.375,1.6666666666666667,1.7083333333333333,2.25,2.6666666666666665
,Albania,41.1533,20.1683,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.1666666666666667,1.1666666666666667,0.875,0.8333333333333334,1.2083333333333333,1.2083333333333333,1.0833333333333333,1.125,1.25,1.2083333333333333,1.0416666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7916666666666666,1.1304347826086956,1.25,0.8333333333333334,0.7083333333333334,1.1666666666666667,0.875,0.7916666666666666,0.875,1.1666666666666667,1.7083333333333333,1.75,1.75,1.75,1.8333333333333333,1.625,1.2916666666666667,1.125,1.3333333333333333,1.8333333333333333,1.4166666666666667,1.625,1.1666666666666667,1.25,1.125,1.1666666666666667,1.1666666666666667,1.9166666666666667,1.625
,Algeria,28.0339,1.6596,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,1.4583333333333333,2.0,2.0,2.0416666666666665,2.0,1.875,1.875,2.0833333333333335,2.125,2.0833333333333335,2.0,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.2083333333333335,2.0416666666666665,2.25,1.625,2.3333333333333335,2.1666666666666665,2.0833333333333335,2.3333333333333335,2.3333333333333335,2.5,2.5,1.5416666666666667,2.0416666666666665,2.625,2.0416666666666665,2.3333333333333335,2.5,1.5,1.4583333333333333,1.6666666666666667,1.875,1.875,1.5833333333333333,2.7916666666666665,2.7083333333333335,2.7916666666666665,2.7916666666666665,2.9166666666666665,2.125
,Andorra,42.5063,1.5218,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.875,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.8333333333333334,1.173913043478261,0.8333333333333334,0.875,0.875,0.875,1.2916666666666667,1.5416666666666667,1.5,1.0833333333333333,1.0416666666666667,1.375,1.5416666666666667,1.7916666666666667,1.75,1.25,1.0833333333333333,1.4166666666666667,1.25,1.2083333333333333,1.3333333333333333,1.2916666666666667,1.1666666666666667,1.25,1.2916666666666667,1.3333333333333333,1.4583333333333333,1.625,1.3333333333333333
,Angola,-11.2027,17.8739,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.7916666666666667,2.0416666666666665,2.2083333333333335,2.75,3.0833333333333335,1.7083333333333333,1.7083333333333333,1.9166666666666667,1.7083333333333333,1.875,2.4583333333333335,2.4166666666666665,2.8333333333333335,1.6666666666666667,1.625,2.0416666666666665,1.8333333333333333,1.7916666666666667,2.3333333333333335,1.8333333333333333,2.125,1.6666666666666667,2.125,2.625,1.9583333333333333,2.0833333333333335,2.6666666666666665,1.875,2.5833333333333335
,Antigua and Barbuda,17.0608,-61.7964,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.0416666666666665,2.6666666666666665,2.25,2.375,2.25,2.6666666666666665,2.75,2.7083333333333335,2.5833333333333335,2.5416666666666665,2.8333333333333335,2.75,2.7916666666666665,2.9166666666666665,2.7083333333333335,2.75,2.1666666666666665,2.6666666666666665,2.7083333333333335,2.7916666666666665,2.5416666666666665,2.7083333333333335,2.625,2.7083333333333335,2.9583333333333335,3.125,2.8333333333333335,3.0416666666666665,2.7083333333333335,2.5416666666666665
,Argentina,-38.4161,-63.6167,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.4583333333333333,1.5416666666666667,1.375,1.4583333333333333,1.4166666666666667,1.9166666666666667,1.8333333333333333,1.9583333333333333,1.875,1.25,1.2083333333333333,1.75,1.75,1.3333333333333333,1.1666666666666667,1.625,1.625,1.625,1.625,1.625,1.5833333333333333,1.2083333333333333,1.0833333333333333,1.2916666666666667,1.0833333333333333,1.375,1.4166666666666667,1.375,1.1666666666666667,1.2083333333333333,1.1666666666666667,1.25,1.3333333333333333,1.25,0.8333333333333334,0.75,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0416666666666667,0.9166666666666666,0.7916666666666666,0.7083333333333334,0.7083333333333334,0.75,0.75,0.75,0.75
,Armenia,40.0691,45.0382,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.0416666666666667,1.0,1.125,1.0,1.1666666666666667,1.0,1.0833333333333333,0.875,1.5833333333333333,1.0,1.0,1.7916666666666667,1.6666666666666667,1.4166666666666667,1.2083333333333333,1.625,2.0,2.0,2.0,1.2916666666666667,1.4583333333333333,2.0,1.3333333333333333,1.5,1.4583333333333333,1.4583333333333333,1.4583333333333333,1.3333333333333333,1.3333333333333333
Australian Capital Territory,Australia,-35.4735,149.0124,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.7916666666666667,1.0416666666666667,1.2083333333333333,1.1666666666666667,1.625,1.4166666666666667,1.0,1.0416666666666667,1.3333333333333333,1.16,1.3333333333333333,1.0,1.0,1.125,1.125,1.2083333333333333,1.375,1.0,1.3333333333333333,1.125,1.0,1.25,1.2083333333333333,1.125,0.9166666666666666,1.2083333333333333,1.125,1.0416666666666667,1.0416666666666667,1.2083333333333333
New South Wales,Australia,-33.8688,151.2093,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.4166666666666667,1.4166666666666667,2.25,1.6666666666666667,1.4166666666666667,1.7916666666666667,1.625,2.0833333333333335,1.5416666666666667,2.125,1.3333333333333333,1.375,1.3333333333333333,1.875,2.0416666666666665,2.125,2.0,1.5,2.0,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.2916666666666667,1.0416666666666667,1.5,1.0,1.625,1.25,1.0416666666666667,1.2083333333333333,1.4583333333333333,1.44,1.3333333333333333,1.0833333333333333,1.0,1.0,1.0,1.4166666666666667,1.375,0.9583333333333334,1.375,1.2916666666666667,1.0,1.25,1.2083333333333333,1.0,0.9166666666666666,1.1666666666666667,1.25,1.2083333333333333,1.1666666666666667,1.1666666666666667
